track_name,track_artist,track_popularity,track_album_name,track_album_release_date,playlist_genre,playlist_subgenre,danceability,energy,tempo,liveness
Sigo Extrañándote,J Balvin,6,Energía,2016-06-24,latin,reggaeton,0.889,0.853,93.022,0.205
Fanática Sensual,Plan B,62,Love And Sex,2014-08-25,latin,reggaeton,0.793,0.853,164.022,0.085
El Clavo,Prince Royce,63,El Clavo,2018-03-16,latin,reggaeton,0.827,0.78,80.015,0.133
Me Niegas,Baby Rasta & Gringo,64,Los Cotizados,2015-08-21,latin,reggaeton,0.679,0.713,173.995,0.239
Imposible,Luis Fonsi,74,Imposible,2018-10-19,latin,reggaeton,0.786,0.764,90.979,0.102
La Pregunta,J Alvarez,2,Otro Nivel De Musica,2011-09-20,latin,reggaeton,0.74,0.65,172.081,0.0793
More,Zion,3,La Fórmula,2012-08-20,latin,reggaeton,0.687,0.778,172.047,0.117
Como Antes (feat. Wisin),Yandel,67,#Update,2017-09-08,latin,reggaeton,0.813,0.876,94.987,0.394
Corazon De Seda (feat. Ozuna),Klasico,63,Los Que Gustan,2016-02-12,latin,reggaeton,0.841,0.694,90.034,0.102
Te Quiero Pa´Mi,Don Omar,65,King Of Kings 10th Anniversary (Remastered),2016-11-11,latin,reggaeton,0.759,0.812,88.995,0.192
Downtown,Anitta,75,Downtown,2017-11-19,latin,reggaeton,0.775,0.679,166.008,0.068
El Perdedor,Maluma,65,"Pretty Boy, Dirty Boy",2015-10-30,latin,reggaeton,0.702,0.73,173.967,0.148
Me Reclama,Mambo Kingz,66,Me Reclama,2016-01-23,latin,reggaeton,0.755,0.72,175.93,0.168
Madura (feat. Bad Bunny),Cosculluela,71,Madura (feat. Bad Bunny),2018-04-13,latin,reggaeton,0.878,0.555,88.029,0.151
Alguien Robo,Sebastian Yatra,3,Alguien Robó,2017-02-10,latin,reggaeton,0.745,0.921,92.973,0.178
Ay Vamos,J Balvin,2,Ay Vamos,2014-07-22,latin,reggaeton,0.717,0.788,173.934,0.105
Obsesionado,Farruko,63,Visionary,2015-10-23,latin,reggaeton,0.696,0.876,169.027,0.0687
Síguelo Bailando,Ozuna,73,Odisea,2017-08-25,latin,reggaeton,0.855,0.664,98.015,0.0937
Si ella quisiera,Justin Quiles,62,La Promesa,2017-03-10,latin,reggaeton,0.77,0.612,90.02,0.153
Hula Hoop,Daddy Yankee,61,Hula Hoop,2017-03-03,latin,reggaeton,0.798,0.818,176,0.0942
Una Lady Como Tú,Manuel Turizo,73,Una Lady Como Tú,2017-04-10,latin,reggaeton,0.788,0.477,94.983,0.349
Falsas Mentiras (feat. Ozuna),Los De La Nazza,58,Orion,2015-08-28,latin,reggaeton,0.637,0.679,87.372,0.0685
Nunca Me Olvides - Remix,Yandel,55,Nunca Me Olvides (Remix),2017-02-10,latin,reggaeton,0.802,0.814,95.009,0.184
Hipnotízame,Wisin & Yandel,61,Líderes,2012-01-01,latin,reggaeton,0.797,0.828,79.992,0.434
Te busco (feat. Nicky Jam),Cosculluela,58,Blanco Perla,2016-10-14,latin,reggaeton,0.743,0.773,88.95,0.0896
Nena Fichu,Farruko,58,El Talento del Bloque,2016-02-22,latin,reggaeton,0.691,0.69,171.967,0.291
Noches de Aventura,Ozuna,64,Odisea,2017-08-25,latin,reggaeton,0.763,0.753,183.938,0.0691
Safari,J Balvin,71,Energía,2016-06-24,latin,reggaeton,0.689,0.675,180.065,0.115
No Te Vas - Remix,Nacho,54,No Te Vas (Remix),2018-04-03,latin,reggaeton,0.701,0.772,187.971,0.0959
Baila Conmigo,Manuel Turizo,53,Baila Conmigo,2016-12-07,latin,reggaeton,0.884,0.348,90.023,0.0973
Dile Que Tu Me Quieres,Ozuna,72,Odisea,2017-08-25,latin,reggaeton,0.773,0.757,88.006,0.0727
Como Yo Le Doy - Remix,Pitbull,1,"Latin Hits 2014 Summer Edition - 56 Latin Smash Hits (Salsa, Bachata, Dembow, Merengue, Reggaeton, Urbano, Timba, Cubaton, Kuduro, Latin Fitness)",2014-06-10,latin,reggaeton,0.766,0.863,97.966,0.316
Peligrosa,J Balvin,66,Vibras,2018-05-25,latin,reggaeton,0.769,0.759,105.993,0.101
Gasolina,Daddy Yankee,76,Barrio Fino (Bonus Track Version),2004-07-13,latin,reggaeton,0.857,0.801,96.009,0.0789
La Nueva Y La Ex,Daddy Yankee,0,King Daddy,2013-10-29,latin,reggaeton,0.771,0.941,98.996,0.158
Dale Don Dale,Don Omar,2,Obsesión Latina,2004-06-20,latin,reggaeton,0.825,0.852,95.028,0.13
Culo,Pitbull,50,Original Hits,2012-05-29,latin,reggaeton,0.858,0.656,59.972,0.141
Rompe,Daddy Yankee,1,Interscope Presents: Club Bangers [International Version (Explicit)],2006-01-01,latin,reggaeton,0.754,0.805,88.032,0.0715
Donde Estan Las Gatas (feat. Nicky Jam),Daddy Yankee,68,Alex Gargolas Greatest Hits,2013-07-09,latin,reggaeton,0.836,0.961,109.957,0.074
Ella Me Levanto,Daddy Yankee,0,El Cartel: The Big Boss (Explicit Version),2007-06-04,latin,reggaeton,0.759,0.9,100.021,0.224
Pasarela,Daddy Yankee,59,Prestige,2012-01-01,latin,reggaeton,0.842,0.893,121.035,0.289
Perros Salvajes,Daddy Yankee,57,Prestige,2012-01-01,latin,reggaeton,0.806,0.804,88.018,0.115
Ella No Sigue Modas,Juan Magán,45,The King Of Dance,2012-05-14,latin,reggaeton,0.692,0.852,128.026,0.0225
Bailando por Ahi,Juan Magán,56,The King Of Dance,2012-05-14,latin,reggaeton,0.73,0.732,129.974,0.262
Verano Azul,Juan Magán,63,Verano Azul,2009-01-01,latin,reggaeton,0.887,0.87,126.047,0.015
Pam Pam,Wisin & Yandel,49,Pam Pam,2008-01-01,latin,reggaeton,0.866,0.685,95.032,0.237
Taboo,Don Omar,1,Meet The Orphans,2010-01-01,latin,reggaeton,0.442,0.884,125.031,0.0827
Tacata' - Radio Edit,Tacabro,56,Tacata',2011,latin,reggaeton,0.817,0.853,126.951,0.35
Llamado De Emergencia,Daddy Yankee,1,Talento De Barrio,2008-01-01,latin,reggaeton,0.698,0.91,97.985,0.156
Que Tengo Que Hacer,Daddy Yankee,0,Talento De Barrio,2008-01-01,latin,reggaeton,0.761,0.893,108.009,0.321
¿Qué Tengo Que Hacer?,Daddy Yankee,67,Talento de Barrio,2008-08-12,latin,reggaeton,0.76,0.893,107.994,0.321
Mayor Que Yo 3,Luny Tunes,62,Mayor Que Yo 3,2015-10-23,latin,reggaeton,0.715,0.964,91.975,0.291
Niña Bonita,Chino & Nacho,1,Mi Niña Bonita,2009-01-01,latin,reggaeton,0.674,0.924,120.069,0.256
Mambo Para Bailar (feat. Arcangel),Fuego,41,Mambo Para Bailar (feat. Arcangel),2016-01-29,latin,reggaeton,0.817,0.627,119.953,0.0677
Una Vaina Loca,Fuego,0,Una Vaina Loca,2011,latin,reggaeton,0.797,0.88,116.969,0.0859
Entre La Playa Ella Y Yo (feat. Vat 18k),Big Yamo,0,Entre La Playa Ella Y Yo (feat. Vato 18K),2012-02-07,latin,reggaeton,0.752,0.855,84.924,0.351
Guaya Guaya,Don Omar,49,Guaya Guaya,2014-08-12,latin,reggaeton,0.689,0.872,183.942,0.136
Turn Me On,Kevin Lyttle,65,Turn Me On (Online Music),2004-03-30,latin,reggaeton,0.677,0.682,106.279,0.0351
Bata Bata 2,Latin Fresh,0,Plan Calle,2006-01-01,latin,reggaeton,0.766,0.86,96.762,0.314
Mi Vecinita,Plan B,58,Mi Vecinita,2014-07-19,latin,reggaeton,0.757,0.836,93.969,0.573
Pegao,Wisin & Yandel,38,Wisin Y Yandel Presentan: Los Vaqueros,2006-01-01,latin,reggaeton,0.792,0.816,96.038,0.356
"Super Sin Capa (Remix) [feat. Secreto El Famoso Bibero, Lirico En La Casa, Musicologo & Bulova]",El Super Nuevo,38,"Super Man Sin Capa (Remix) [feat. Secreto El Famoso Bibero, Lirico En La Casa, Musicologo & Bulova]",2018-07-18,latin,reggaeton,0.871,0.739,115.059,0.124
Suavemente,Elvis Crespo,67,Suavemente...Los Exitos,2008-07-21,latin,reggaeton,0.809,0.883,124.096,0.0625
"Tumba La Casa (Remix) [feat. Daddy Yankee, Nicky Jam, Farruko, Arcangel, De La Ghetto, Zion & Ñengo Flow]",Alexio,61,"Tumba La Casa (Remix) [feat. Daddy Yankee, Nicky Jam, Farruko, Arcangel, De La Ghetto, Zion & Ñengo Flow]",2015-08-15,latin,reggaeton,0.774,0.654,166.001,0.303
La Playa,Myke Towers,79,La Playa,2019-04-09,latin,reggaeton,0.796,0.683,140.108,0.107
Hasta Abajo,Kevin Roldan,69,Hasta Abajo,2019-07-26,latin,reggaeton,0.702,0.669,169.914,0.33
Mi Error,Eladio Carrion,68,Mi Error,2019-02-07,latin,reggaeton,0.565,0.629,167.961,0.217
Detective,Rauw Alejandro,71,Detective,2019-07-08,latin,reggaeton,0.786,0.787,95.008,0.124
Ontas?,Alex Rose,58,Ontas?,2019-05-10,latin,reggaeton,0.727,0.659,179.961,0.0833
Recuerdos,Juhn,66,Recuerdos,2019-02-01,latin,reggaeton,0.774,0.625,174.117,0.0721
La Forma en Que Me Miras,Super Yei,77,La Forma en Que Me Miras,2018-08-04,latin,reggaeton,0.656,0.662,189.983,0.16
Sígueme - Remix,Feid,66,19,2019-05-17,latin,reggaeton,0.685,0.515,86.492,0.107
Deja Que Fluya,Lary Over,64,Deja Que Fluya,2019-07-26,latin,reggaeton,0.629,0.586,171.649,0.065
La Carta,Jamby el Favo,62,La Carta,2018-12-14,latin,reggaeton,0.447,0.625,85.129,0.108
No,Milly,61,No,2019-06-14,latin,reggaeton,0.726,0.684,98.172,0.282
No Es Justo,Xcelencia,50,No Es Justo,2019-11-22,latin,reggaeton,0.809,0.866,95.067,0.0973
Todos Ven,Alex Rose,64,Todos Ven,2019-10-25,latin,reggaeton,0.827,0.593,91.052,0.0612
Gan-Ga,Bryant Myers,74,Gan-Ga,2019-07-26,latin,reggaeton,0.856,0.523,89.912,0.0895
Shorty,Jerry Di,57,Shorty,2019-07-19,latin,reggaeton,0.925,0.752,96.966,0.0706
LLORAS,Cauty,56,LLORAS,2019-10-23,latin,reggaeton,0.83,0.62,92.047,0.0775
Repetirlo,Diamond la Mafia,44,Repetirlo,2019-08-12,latin,reggaeton,0.801,0.688,100.045,0.131
Sigue Bailandome,Yannc,72,Sigue Bailandome,2018-10-19,latin,reggaeton,0.799,0.69,106.034,0.143
No Me Equivoqué,Lenny Tavárez,63,No Me Equivoqué,2018-12-14,latin,reggaeton,0.752,0.698,173.974,0.189
Luz Apaga,Ozuna,69,Luz Apaga,2018-11-16,latin,reggaeton,0.611,0.791,192.07,0.12
Noche Loca Remix,Oken,61,Noche Loca Remix,2018-12-21,latin,reggaeton,0.812,0.636,97.99,0.192
Somos Panas,Dejota2021,48,Somos Panas,2019-05-08,latin,reggaeton,0.857,0.481,101.014,0.161
Reset,LAGOS,48,Reset,2019-07-19,latin,reggaeton,0.702,0.788,100.023,0.104
No Podemos - Remix,Ele A El Dominio,62,No Podemos (Remix),2019-05-10,latin,reggaeton,0.866,0.438,99.978,0.131
Bésame,Gian Varela,48,Bésame,2019-04-25,latin,reggaeton,0.874,0.521,98.006,0.0976
Me Enredas,Leebrian,37,Me Enredas,2019-04-02,latin,reggaeton,0.84,0.453,160.029,0.105
Lluvia,Genio,38,Musa,2019-11-22,latin,reggaeton,0.656,0.671,175.777,0.302
Mimosas,LATENIGHTJIGGY,53,Flavors - EP,2019-08-30,latin,reggaeton,0.585,0.746,177.738,0.0697
Darte Remix,Alex Rose,71,Darte Remix,2018-07-27,latin,reggaeton,0.81,0.631,154.976,0.451
Necesito,KBM,25,Necesito,2019-06-21,latin,reggaeton,0.715,0.703,193.808,0.111
La Aventura,BB Nobre,36,La Aventura,2019-03-29,latin,reggaeton,0.741,0.615,179.801,0.0889
Abusadora,Almighty,65,La BESTia,2019-06-07,latin,reggaeton,0.893,0.665,100.017,0.0793
El Recuerdo,Mora,0,El Recuerdo,2019-04-12,latin,reggaeton,0.706,0.543,180.03,0.112
"No Me Ignores (with Cazzu & Rauw Alejandro, feat. Myke Towers & Eladio Carrión)",Jay Menez,65,"No Me Ignores (with Cazzu & Rauw Alejandro, feat. Myke Towers & Eladio Carrión)",2019-10-17,latin,reggaeton,0.702,0.633,176.135,0.0729
Los Puti (with Lele Pons & Lyanno),Favian Lovo,57,Los Puti (with Lele Pons & Lyanno),2019-10-25,latin,reggaeton,0.786,0.767,105.022,0.124
Complacerte,Joyce Santana,31,Complacerte,2019-05-24,latin,reggaeton,0.733,0.575,93.766,0.0397
Veneno,Manu Durán,33,Veneno,2019-05-24,latin,reggaeton,0.849,0.463,171.936,0.23
Loco Fefo,Italian Somali,45,Loco Fefo,2019-02-26,latin,reggaeton,0.903,0.844,109.968,0.0834
Tu No Ta Soltera,Logan Romero,40,Tu No Ta Soltera,2019-04-17,latin,reggaeton,0.774,0.545,92.037,0.147
Mentira,Joniel El Lethal,30,Mentira,2019-11-15,latin,reggaeton,0.715,0.718,96.061,0.0752
Sígueme Bailando,Jantony,40,Sígueme Bailando,2019-11-01,latin,reggaeton,0.787,0.646,90.036,0.083
Disimula,Sitoonce,33,Disimula,2019-06-14,latin,reggaeton,0.776,0.769,175.999,0.335
Amor De Colegio,"Héctor ""El Father""",40,Reggaeton Hitmakers Love Stories,2005-01-01,latin,reggaeton,0.803,0.823,92.997,0.294
Zun Da Da,Zion,0,The Perfect Melody,2007-06-05,latin,reggaeton,0.773,0.755,88.018,0.0941
Linda Estrella (feat. Baby Rasta y Gringo),Noriega,0,DJ Nelson Presenta: Contra la Corriente,2014-08-05,latin,reggaeton,0.747,0.53,75.087,0.148
Nadie Sabe,Cheka featuring Michael Stuart,15,La Pelicula,2008-01-01,latin,reggaeton,0.771,0.574,90.025,0.107
Hipnotízame,Wisin & Yandel,0,Líderes,2012-01-01,latin,reggaeton,0.793,0.812,79.989,0.389
Abusadora,Wisin & Yandel,1,La Revolucion (Deluxe),2009-01-01,latin,reggaeton,0.775,0.786,114.996,0.0875
Sexo Seguro,"Franco ""El Gorilla""",39,Sexo Seguro,2009-01-01,latin,reggaeton,0.744,0.88,97.017,0.101
Besos Mojados,Wisin & Yandel,37,La Revolución - Evolution,2009-01-01,latin,reggaeton,0.646,0.81,95.985,0.266
Ahora Es,Wisin & Yandel,64,"Wisin Vs Yandel ""Los Extraterrestres""",2007-01-01,latin,reggaeton,0.822,0.776,96.01,0.443
Tocarte Toa (feat. Natya),Big Yamo,2,Solo Exitos,2013-06-10,latin,reggaeton,0.859,0.895,100.001,0.162
Me Estas Tentando - Remix,Wisin & Yandel,0,La Revolucion (Deluxe),2009-01-01,latin,reggaeton,0.819,0.897,116.018,0.311
Te Siento,Wisin & Yandel,0,Caribe 2010,2010-06-15,latin,reggaeton,0.709,0.796,109.948,0.383
Quiro Saber,Ivy Queen,41,Kilates Rompiendo el Silencio,2009-07-24,latin,reggaeton,0.845,0.907,95.021,0.146
El Telefono,"Héctor ""El Father""",25,El Disco De Reggaeton 04,2007-01-01,latin,reggaeton,0.795,0.744,90.009,0.475
Sexy Robotica,Don Omar,0,iDon,2009-01-01,latin,reggaeton,0.741,0.867,112.011,0.449
Permitame,Tony Dize,49,Latin Party,2012-01-01,latin,reggaeton,0.617,0.66,214.017,0.102
Camuflaje,Alexis y Fido,61,Perreología,2011-03-21,latin,reggaeton,0.743,0.821,82.061,0.325
Lo Que No Sabes Tú,Chino & Nacho,0,Lo Que No Sabes Tu,2009-01-01,latin,reggaeton,0.704,0.903,160.027,0.142
Quizas,Tony Dize,1,Wisin Y Yandel Presentan: Los Vaqueros,2006-01-01,latin,reggaeton,0.771,0.671,89.999,0.0444
Salio El Sol,Don Omar,0,King Of Kings (Armageddon Edition),2006-01-01,latin,reggaeton,0.883,0.722,110,0.043
Virtual Diva,Don Omar,57,Virtual Diva,2009-01-01,latin,reggaeton,0.783,0.87,114.012,0.393
Sexo En La Playa,Ñejo & Dalmata,51,Broke & Famous,2007-01-01,latin,reggaeton,0.794,0.708,94.004,0.322
Algo Musical,Ñejo & Dalmata,53,Broke & Famous,2007-01-01,latin,reggaeton,0.881,0.639,107.013,0.0547
Hoy Me Atrevo,Ñejo & Dalmata,45,Broke & Famous,2007-01-01,latin,reggaeton,0.854,0.846,98.004,0.0525
Sexy Movimiento,Wisin & Yandel,52,La Historia De El Dúo (Vol.1),2013-01-01,latin,reggaeton,0.816,0.757,104.985,0.143
Algo Me Gusta De Ti,Wisin & Yandel,69,Líderes,2012-01-01,latin,reggaeton,0.627,0.768,127.953,0.0598
Bien Loco,Nova,1,Bien Loco,2009-06-26,latin,reggaeton,0.721,0.82,169.951,0.111
Algo Musical (feat. Arcángel),Ñejo & Dalmata,0,DJ Nelson Presenta: La Buya Vol. 2,2013-02-19,latin,reggaeton,0.884,0.648,107.014,0.0462
Ojitos Chiquitos,Don Omar,68,King Of Kings,2006-01-01,latin,reggaeton,0.801,0.839,170.011,0.0946
5 Letras,Alexis y Fido,56,Piden Perreo... Lo Más Duro (Deluxe Edition),2012-08-20,latin,reggaeton,0.815,0.768,93.971,0.0632
La Locura Automática - Reggaeton,La Secta,40,2007 Años De Exitos Reggaeton,2006-01-01,latin,reggaeton,0.551,0.754,92.004,0.11
Irresistible,Wisin & Yandel,0,Irresistible,2010-01-01,latin,reggaeton,0.769,0.695,124.936,0.0796
Metele Sazon,Tego Calderon,0,Mas Flow,2004-01-01,latin,reggaeton,0.829,0.414,95.047,0.0889
Ven Conmigo,Daddy Yankee,62,Prestige,2012-01-01,latin,reggaeton,0.781,0.842,120.054,0.0657
Ven Bailalo,Angel Y Khriz,1,Latin Fitness Dance 2012,2011-12-28,latin,reggaeton,0.676,0.917,97.011,0.112
Fantasma - Main,Zion,0,The Perfect Melody,2007-01-01,latin,reggaeton,0.639,0.689,184.007,0.946
Regalame Una Noche,J Alvarez,47,Regalame Una Noche,2010-04-06,latin,reggaeton,0.715,0.637,89.942,0.258
Pa'que La Pases Bien,Arcangel,1,"Luny Tunes Presents, Calle 434",2009-03-12,latin,reggaeton,0.862,0.762,110,0.307
"No Se De Ella ""My Space""",Don Omar,0,King Of Kings (Armageddon Edition),2006-01-01,latin,reggaeton,0.815,0.676,88.008,0.242
Ayer La Vi,Don Omar,0,King Of Kings (Armageddon Edition),2006-01-01,latin,reggaeton,0.801,0.716,94.005,0.18
Pegao,Wisin & Yandel,0,Los Vaqueros Wild Wild Mixes,2007-01-01,latin,reggaeton,0.8,0.811,96.024,0.362
Blue Zone,Don Omar,0,iDon,2009-01-01,latin,reggaeton,0.796,0.712,94.97,0.455
Na De Na,Angel Y Khriz,59,Showtime,2008-01-01,latin,reggaeton,0.881,0.894,119.948,0.109
Obsesion,Aventura,73,We Broke The Rules,2002-06-01,latin,reggaeton,0.804,0.56,133.682,0.0608
El Malo,Aventura,71,The Last,2009-06-09,latin,reggaeton,0.812,0.506,125.941,0.132
La Boda,Aventura,66,God's Project,2005-04-26,latin,reggaeton,0.768,0.627,130.061,0.741
More,Zion,2,"Reggaeton 2013 (Dembow, Kuduro, Cubaton, Reggaeton)",2013-05-27,latin,reggaeton,0.689,0.762,171.994,0.0902
Yo Quiero Bailar,Ivy Queen,56,Rompe La Discoteca,2009-11-10,latin,reggaeton,0.736,0.848,94.959,0.0854
Pasarela,DJ Nelson,0,Fama ¡A Bailar! 2008 (Set),2008-01-01,latin,reggaeton,0.786,0.838,95.017,0.209
Hooka,Don Omar,49,Meet The Orphans,2010-01-01,latin,reggaeton,0.732,0.86,170.012,0.804
RX,Don Omar,49,Meet The Orphans,2010-01-01,latin,reggaeton,0.7,0.869,180.124,0.13
A Lo Moderno,Yelsid,0,Escuela Musical,2008-03-15,latin,reggaeton,0.755,0.64,171.968,0.0627
Vengo Acabando,Wisin & Yandel,0,Líderes,2012-01-01,latin,reggaeton,0.798,0.842,102.001,0.159
Hola Beba,Farruko,57,Hola Beba,2010-12-04,latin,reggaeton,0.747,0.528,86.964,0.0845
Nena Fichu,Farruko,0,The Ones,2015-08-28,latin,reggaeton,0.698,0.689,171.953,0.272
Web Cam,Farruko,0,The Ones,2015-08-28,latin,reggaeton,0.745,0.698,81.007,0.383
"Sexo, Sudor y Calor (feat. Ñejo & Dalmata)",J Alvarez,1,Otro Nivel De Musica,2011-09-20,latin,reggaeton,0.743,0.893,167.922,0.0941
La Pregunta Remix (feat. Tito El Bambino & Daddy Yankee),J Alvarez,47,La Pregunta Remix (feat. Tito El Bambino & Daddy Yankee),2012-05-15,latin,reggaeton,0.738,0.726,171.962,0.288
Junto Al Amanecer,J Alvarez,60,El Movimiento: The Mixtape,2010-11-16,latin,reggaeton,0.614,0.702,169.966,0.269
Lentamente,J Alvarez,15,De Camino Pa' la Cima Reloaded 2.0,2015-01-27,latin,reggaeton,0.638,0.731,172.11,0.155
Actua,J Alvarez,0,Lo Que No Puede Faltar En Tu Colección,2014-10-17,latin,reggaeton,0.724,0.822,83.998,0.631
Deja (feat. Nejo Y Dalmata),J Alvarez,0,Lo Que No Puede Faltar En Tu Colección,2014-10-17,latin,reggaeton,0.745,0.756,81.016,0.363
Bailarina,J Alvarez,0,Lo Que No Puede Faltar En Tu Colección,2014-10-17,latin,reggaeton,0.439,0.729,89.82,0.141
Alucinándote,J Alvarez,27,Otro Nivel De Música Reloaded,2012-04-26,latin,reggaeton,0.798,0.905,96.017,0.0799
Eso En 4 No Se Ve (feat. Nejo Y Dalmata & Luigi 21 Plus),J Alvarez,47,Eso En 4 No Se Ve (feat. Nejo Y Dalmata & Luigi 21 Plus),2013-06-14,latin,reggaeton,0.84,0.706,91.043,0.327
Prrrum - Remix,Cosculluela,0,The Ones,2015-09-25,latin,reggaeton,0.857,0.772,90.034,0.0721
Señal de Vida - Radio Edit,Ñejo,32,Señal de Vida,2013-06-19,latin,reggaeton,0.785,0.687,85.979,0.59
Hasta Verla Sin Ná,Tony Dize,0,"La Melodía de la Calle, 3rd Season",2015-04-07,latin,reggaeton,0.741,0.786,93.983,0.184
Solos (feat. Plan B),Tony Dize,0,La Melodia De La Calle,2010-09-20,latin,reggaeton,0.742,0.704,83.998,0.336
Bartender,Alexis y Fido,39,Sólo para Mujeres,2014-08-05,latin,reggaeton,0.829,0.74,115.994,0.0629
Mala Conducta,Alexis y Fido,36,"Historia del Dúo, Vol. 1",2014-03-03,latin,reggaeton,0.711,0.841,176.027,0.191
Rescate,Alexis y Fido,28,"Historia del Dúo, Vol. 1",2014-03-03,latin,reggaeton,0.659,0.88,179.985,0.102
Llegamos A La Disco,Daddy Yankee,60,Prestige,2012-01-01,latin,reggaeton,0.731,0.786,89.092,0.437
Gasolina,Daddy Yankee,1,Barrio Fino (International Version),2004-07-13,latin,reggaeton,0.855,0.794,96.013,0.0711
Se Aloca,Reykon,0,El Lider 1,2010-09-25,latin,reggaeton,0.857,0.693,98.027,0.147
Señorita,Reykon,0,El Lider 1,2010-09-25,latin,reggaeton,0.535,0.859,89.514,0.0934
La Santa,Reykon,0,La Santa,2012-09-26,latin,reggaeton,0.762,0.748,180.097,0.203
Tu Cuerpo Me Llama,Reykon,0,Tu Cuerpo Me Llama,2011-09-27,latin,reggaeton,0.772,0.725,191.948,0.0706
Te Gateo,Reykon,0,Te Gateo,2011-03-23,latin,reggaeton,0.751,0.507,87.066,0.358
Sin Compromiso (Remix),J Balvin,0,El Negocio,2011-03-25,latin,reggaeton,0.725,0.925,98.021,0.0745
Hola Que Tal,J Balvin,0,El Negocio,2011-03-25,latin,reggaeton,0.733,0.873,117.985,0.795
Ella Me Cautivo,J Balvin,0,Real,2010-05-07,latin,reggaeton,0.824,0.768,106.971,0.145
Curiosidad,Nicky Jam,35,"Greatest Hits, Vol. 1",2014-11-04,latin,reggaeton,0.77,0.664,75.012,0.323
Imaginate,Wisin & Yandel,40,La Revolución - Evolution (International Version),2009-01-01,latin,reggaeton,0.598,0.9,125.841,0.47
Good Looking,Don Omar,47,Meet The Orphans,2010-01-01,latin,reggaeton,0.655,0.878,92.957,0.733
En Su Nota,Don Omar,1,King Of Kings,2006-01-01,latin,reggaeton,0.657,0.843,192.043,0.156
Pegamos Tela,Lérica,49,Pegamos Tela,2020-01-16,latin,reggaeton,0.679,0.857,169.999,0.245
Zorra,Bad Gyal,77,Zorra,2019-12-12,latin,reggaeton,0.637,0.65,176.075,0.0786
Ojos Que No Ven,Kexxy Pardo,46,Ojos Que No Ven,2020-01-09,latin,reggaeton,0.77,0.599,175.945,0.238
Ella,Sky Rompiendo,57,Ella,2020-01-10,latin,reggaeton,0.846,0.807,104.983,0.0779
Perreo,Kexxy Pardo,43,Perreo,2019-12-05,latin,reggaeton,0.773,0.834,89.975,0.336
TAKIKARDIA,Kenny Man,46,TAKIKARDIA,2019-12-06,latin,reggaeton,0.859,0.833,95.036,0.236
Dame Bien,Mala Rodríguez,58,Dame Bien,2019-10-25,latin,reggaeton,0.749,0.778,99.99,0.0845
Santa María (Feat. Busy Signal),Bad Gyal,65,Santa Maria,2019-07-05,latin,reggaeton,0.764,0.603,142.465,0.097
Mañana No Hay Clase (24/7),Sebastian Yatra,71,Mañana No Hay Clase (24/7),2019-10-24,latin,reggaeton,0.779,0.728,179.971,0.266
badwine - Extended Remix,Feid,67,badwine (Extended Remix),2019-10-18,latin,reggaeton,0.766,0.763,186.004,0.1
Boomerang,Lalo Ebratt,58,Boomerang,2019-10-10,latin,reggaeton,0.603,0.661,92.123,0.0997
Disfraza,IAmChino,44,Disfraza,2019-12-06,latin,reggaeton,0.506,0.793,97.831,0.123
Camellando,Yera,55,Sinestesia,2019-10-31,latin,reggaeton,0.711,0.76,98.041,0.346
F.O.K. Friends,Nacho,51,F.O.K. Friends,2019-09-20,latin,reggaeton,0.844,0.798,101.988,0.135
Ahora Me Toca,Juan Magán,51,4.0,2019-07-19,latin,reggaeton,0.648,0.712,94.971,0.24
Fugitivo,Maikel Delacalle,59,Fugitivo,2019-07-11,latin,reggaeton,0.612,0.657,172,0.24
Chicharrón,Guaynaa,76,Chicharrón,2019-08-16,latin,reggaeton,0.734,0.789,76.182,0.498
Lola Bunny,Lola Indigo,69,Lola Bunny,2019-07-30,latin,reggaeton,0.769,0.899,94.987,0.23
Bellaquita,Dalex,82,Bellaquita,2019-09-06,latin,reggaeton,0.584,0.698,166.047,0.171
WFT,Trapical,43,WFT,2019-08-29,latin,reggaeton,0.667,0.746,149.982,0.316
Rebota - Remix,Guaynaa,78,Rebota (Remix),2019-07-12,latin,reggaeton,0.885,0.857,90.025,0.671
Vacilón,Don Omar,61,Vacilón,2019-08-16,latin,reggaeton,0.734,0.519,82.982,0.311
Mamasita,Kevin Roldan,63,Mamasita,2019-09-06,latin,reggaeton,0.81,0.717,95.077,0.105
Mueve,Gianluca Vacchi,56,Mueve,2019-07-26,latin,reggaeton,0.817,0.757,133.97,0.0832
Sobrenatural,Juan Magán,65,4.0,2019-07-19,latin,reggaeton,0.715,0.787,91.978,0.106
"Fuego (with Sean Paul & Anitta, feat. Tainy)",DJ Snake,74,Carte Blanche,2019-07-25,latin,reggaeton,0.819,0.859,104.906,0.0916
No Te Va,Joey Montana,53,No Te Va,2019-07-19,latin,reggaeton,0.846,0.935,96.967,0.15
Todo Bien,Lalo Ebratt,60,Todo Bien,2019-07-26,latin,reggaeton,0.751,0.821,110.079,0.35
Cola,Mozart La Para,37,Cola,2019-06-23,latin,reggaeton,0.842,0.763,129.996,0.449
Hookah,Bad Gyal,70,Hookah,2019-07-19,latin,reggaeton,0.872,0.579,103.973,0.116
